50,New Years at China Town ,"Awesome, it was not so full during the day got to see some intersting shows and food was fantastic! Reccomed this a good time to go to China town. The discounts are more also because shop owners are more willing as i think it brings good luck to them in the new year. ",January,2020,Jan,2020,"Bangkok, Thailand",8
50,Beautiful on the Chinese New Year!,We have been to Chinatown on the Chinese New Year for years. The Chinatown was beautiful on CNY. We had dinner at the Chinatown. We took the MRT to the Wat Mongkon Station and walk to Yaowarat  Road.,February,2019,Jan,2020,"Bangkok, Thailand","34,885"
40,Vacation ,"Fun but it was wall to wall people with lots of stores, Restaurants and street vendors. Also had a Chinese street parade going on while we were thier on a weekend. Interesting but way over crowded.",January,2020,Jan,2020,"San Diego, California","1,811"
40,Good Vibes of a Chinatown,You never be hungry or bored. Full of interesting ongoings and is very crowded. Love the bustling of the night activities with lots of food! ,January,2020,Jan,2020,"Singapore, Singapore",23
40,Very China in the heart of Bangkok,A very Chinese feel in the heart of Bangkok. Really interesting to see all those nice food stalls.  And chinese you will feel,July,2019,Jan,2020,"Paris, France",58
50,Great food ,"If you love the hustle and bustle of the city, Chinatown is a perfect place to explore. So many interesting foods, smells and things to buy or even just have a walk around. ",Jan,2020,Jan,2020,"Inverness, United Kingdom",627
50,Great Place to Visit,"A great place to visit, especially with Chinese New Year approaching. A bust vibrant atmosphere with endless amounts of street food of all kinds. Bustling in the early evening. A heady mix of people, lights and street food aromas that jostle the senses. It may not be in China,",Jan,2020,Jan,2020,"Hexham, United Kingdom",444
50,Visit at night,"I Highly recommend Chinatown at night. This is when it comes alive! You have to see and experience this for yourself! Loads of street food, stalls of merchandise and really friendly people. Different experience to that of the other tourist main stretches of road!",January,2020,Jan,2020,"Port Talbot, United Kingdom",598
40,Bustling area of the city,"The main road is very busy but has lots of shops and stalls selling chinese goods. I liked going down some of the side roads, particularly the food area bit where you can see lots of different produce and sample things like Durian fruit. ",January,2020,Jan,2020,"London, United Kingdom",550
50,Chinatown comes alive at night ,Our favourite place to visit at night. Vibrant. Plenty of food stalls to choose from. Some delicious seafood places. Desserts. Snacks. Come hungry! ,January,2020,Jan,2020,"Durban, South Africa",145
40,Overwhelming,"Chinatown is hectic, busy and as the title says, quite overwhelming. Strangely we found it difficult to find a suitable place to eat. Go, get in, walk about, get out.",January,2020,Jan,2020,"Thame, United Kingdom",205
40,Try and visit ,When in Bangkok this is as much an attraction as anywhere else.  Bustling with life the fragrances and sounds fill the ambiance to make for a very interesting trip.  Fantastic atmosphere ,Jan,2020,Jan,2020,"Cumbria, United Kingdom","3,655"
30,Worth visit? depends on you schedule and how close... not so interesting,Well if you are close to it and dont have what to do its a too busy place to walk and eat if you like busy busy busy crowded places. However we stayed at Phaya tai and took taxi to visit China town and then other taxis to Kao san walking street then Siam Paragon and back to,January,2020,Jan,2020,"Ayia Napa, Cyprus",356
40,Great to see but chaos,China town is certainly worth a visit but be ready for busy chaotic narrow streets! The food and homewares on offer are often mind boggling but it is great to see. We were there close to Chinese New Year which may have increased how busy it was too!,January,2020,Jan,2020,"Bourne End, United Kingdom",382
30,Bustling,"Soooooo crowded. We barely could walk in the streets. There are many stalls to eat which are so cheap. Search for the Jek Pui Curry, in order to taste the most delicious panang curry for only 2€. Easy accessible by MRT ",Jan,2020,Jan,2020,"Athens, Greece","1,422"
40,A little detour ,A must see but be careful with children because all the streets are crowded.  Culturally interesting but shopping means a lot of plastic ... ,January,2020,Jan,2020,"Saint-Denis, Reunion Island",60
40,"Busy, but not stressful","China town, and Bangkok in general, is in our opinion busy but seldom stressful. China town is probably the most packed place we’d been to on our trips to Bangkok so far. Great food and alot of interesting exotic stuff to eat. We do miss the small shops that we at least think",January,2020,Jan,2020,"Oslo, Norway",317
50,Shanghai Mansion and great seafood,"Bustling Chinatown is full of street vendors, food stalls and tourists. A vibrant buzz and great atmosphere with awesome seafood prepared and cooked in front of you. Stop by the Shanghai Mansion boutique hotel for great food and the best cocktails inspired by local Thai",January,2020,Jan,2020,United Kingdom,16
30,OK,"We visited on a Saturday night as my OH and kids wanted to go. My idea of hell, though - loads of people jammed in with cars and tuktuks right next to you. It was interesting seeing all the food available. Not in a hurry to go back.",January,2020,Jan,2020,"West Sussex, United Kingdom",68
30,OK but wouldn't go out of my way to visit again,"We visited on a Thursday afternoon, and as expected was extremely busy when we eventually found it. Signage is poor do unless you can track on Google maps the streets are a maze. Lots of stalls selling the same products, I have never seen so many stalls selling shoes in one area",January,2020,Jan,2020,"Nottinghamshire, United Kingdom",110
50,Yaowarat walking street,"Bangkok is closing the streets on Sunday nights at Yaowarat Road for the food stalls, only one lane of traffic is closed on Fridays and Saturdays for the food stalls. Many food stalls are available at Yaowarat, including some that came up on the Michelin guide. There are also",Jan,2020,Jan,2020,5 contributions,1
50,Huge and fun,"If you like crowds, photo ops, and great street food, this is the place for you. Steamed buns, roasted crickets, fake rolexes, real gold, yuk Turks... and a zillion people on the hustle. Put your wallet in your front pocket and wade in foe a fun, authentic, exotic, few hours of",January,2020,Jan,2020,601 contributions,154
50,Nest streetfood in Bangkok,If you are in Bangkok you must visit yaowaraj chine town in Bangkok Many street vendor sell yummi a delicius food especialy seafood some with michelin recommended Must visit side street with many traditional cafe or small restaurant,January,2020,Jan,2020,"Jimbaran, Indonesia",374
40,Busy busy busy,Nice n cheap seafood  Street food too - yummy  Its very crowded n sweaty  Food glorious food...everything its nice  Bird nest n others  Good good good,January,2020,Jan,2020,"Singapore, Singapore",31
40,Right place to eat duck and shark,Real china town like in any other big city of the world. Food excellent on the street or in restaurants. Guess what? Many Chinese's 😁 so busy no particular charm but worth it at least for the food.,January,2020,Jan,2020,216 contributions,62
50,Old style fun,"This China Town is big and is both wholesales area of BKK and the streetfood center for Chinese one, don’t miss a streetfood night experience here if coming to town",January,2020,Jan,2020,"Bangkok, Thailand","1,578"
30,Usual Chinatown stuff,"The main road in Chinatown is Yaowarat road where many of the large restaurants and shops are,it is quite quiet during the day but very busy in the evenings.the more interesting part we found was a long narrow lane that runs parallel with the main road on the south side it is",Jan,2020,Jan,2020,"Rotherham, United Kingdom","1,686"
30,The biggest Chinatown outside of China,"It's worth a visit. You can still find the small alleys with stalls selling whatever you can think of. Also, gold is sold everywhere. As we're not for the shopping, it leaves us with very little to do in Chinatown. There are also good Chinese restaurants outside Chinatown, so",January,2020,Jan,2020,"Espoo, Finland",108
40,Sensationful,"Very busy in the evenings when the food markets really open up. All the highly reviewed places had HUGE lines for take away and seating so don’t expect to get a look in unless you want to visit just one place in the night.   Pa Tong Go Savoey, is the only line I queued in for 40",January,2020,Jan,2020,Bristol,5
50,Visual and sensual extravaganza ,"We had a fun morning exploring China town with all its noise, colour and food  choices. There wasn't anything we wanted to buy but it is an experience just to wander the streets and see what is available.",January,2020,Jan,2020,"Perth, Australia",4
50,One of the best pawpaw salad I ever had,"We were in Chinatown in Bangkok and saw a lady selling pawpaw salad. So we ordered one to try, it was so nice that we ordered another one.   The lady has a cart so I’m not actually sure where about she will be but this is what her cart looks like.  ",December,2019,Dec,2019,"Canberra, Australia",350
50,70s vibes,Love the 70s vibes especially if you want to explore history. Everything stays in the past and it is so cool. Highly recommend to go if you like retro style. ,December,2019,Dec,2019,"Melbourne, Australia",12
40,chaos,"great place to shop and see all different type of products, weekend market is much more better for sure",November,2019,Dec,2019,"Herzogenaurach, Germany",18
50,Great place for Thai/Chinese street food,We had so much fun exploring the Chinatown. There were a lot of places to visit and a lot of great food. It is definitely a great place to taste many of great thai street food.,Dec,2019,Dec,2019,"Hua Hin, Thailand",8
50,Chinatown a must see...,We happened to visit during the New  Year's holidays and wow what a show. Dragons and fireworks to acrobats. Lots of restaurants and good eats everywhere. We ate at Canton House which was excellent and inexpensive. ,December,2019,Dec,2019,"Picton, Canada",788
50,Amazing food,"Enjoy every night life with China Town street food varieties of food etc snack , noodles and seafood so great.",December,2019,Dec,2019,"Phuket, Thailand",7
40,Busy busy busy,"We strolled around the area walking through the markets. We saw flowers, offerings, food and much more being assembled,  sold and transported.   The smells were intoxicating.  Incense, spices, flowers.....wonderful ",December,2019,Dec,2019,"Slatington, Pennsylvania",60
40,A different side to Bangkok,"Crowded, noisy and intense but filled with many interesting colourful sights. Visit the nearby steeped Wat Traimit. MRT station Wat Mangkon or the closest river station is Ratchawong. Thanks for the vote if you found this review helpful.",December,2019,Dec,2019,"Melbourne, Australia","2,304"
50,Great,"Super busy, tons of food stalls. Filled with every knock-off item possible. Worth a visit. Probably not the greatest place for small children",December,2019,Dec,2019,"Essex, United Kingdom",27
10,Over crowded and dirty ,I read a lot of great reviews about Chinatown in Bangkok. I was disappointed when I arrived - it was completely overcrowded and dirty. I would have completely skipped coming to this place had I known it would be so unappetizing. Maybe it was the wrong time to visit and maybe I,Dec,2019,Dec,2019,6 contributions,1
40,"Good food, but needs more night pedestrianisation","We stayed at Prime Hotel Central Station so thanks to the recently opened MRT Blue Line extension, it was an easy one station THB16 trip in airconditioned comfort to Wot Mangkon station where Exit 5 gave immediate access to Plaengnam Road, which annoyingly had a few vehicles in",Dec,2019,Dec,2019,"Melbourne, Australia","16,423"
50,Awesome,"Visit it in the morning/ day when the stores are all open and you can find goods at great prices, as compared to Siam etc. Visit later than 5pm for night market food only. We visited too late and didn't get to buy much.",December,2019,Dec,2019,"Singapore, Singapore",23
40,Go for the experience,"Nice place to go for the experience.  Plenty of good Chinese food - if you are missing them.  However, they aren't cheap cheap.  We queued more than an hour for Lhong Tou (was a great experience dining there) but found out a few days later, they have a branch at The Market which",Dec,2019,Dec,2019,Singapore,181
50,So much fun,"If you're a big snacker this is it! We love trying food of all kinds, local, modern, sea food or anything in between. This place is really busy during the evenings and if you like hustle and bustle this place is so much fun. There's a lot to discover and taste. We tried some",December,2019,Dec,2019,"Stockholm, Sweden",108
50,Vibrant must see area,"One of the most vibrant area's of Bangkok.  Very good for streetfood, shopping and more.   Since December 2019 also sn exclusive walking zone during specific times in the weekends.  Many backstreet interesting sites.  Very good food around.  ",December,2019,Dec,2019,"Nakhon Ratchasima, Thailand",928
40,Awesome vibe and food,"Vibrant and vibey. Looking for good street food with the backdrop of an amazing atmosphere, glimmering street signs, the. China Town is the place to be. This place seems to come alive at night when people are out and about, fstalls display their goods while street food vendors",December,2019,Dec,2019,"Johannesburg, South Africa",366
30,Love only the roadside stalls..,"Very crowded with tourists.. many yrs nvr come bkk, now everywhere we go we see tour buses load of china people. Obviously cos we are in chinatown?! Nice road side stalls, tried some pork porridge, very nice burnt taste.  ",December,2019,Dec,2019,149 contributions,12
40,Huge,"If you've to one of the Chinatown areas in the US you ain't seen nothing. Chinatown In Bangkok is huge, with seemingly endless shops and restaurants. Old alleyways have been converted to covered long stretches of vendors in a maze-like configuration. It's easy to get lost -- in",December,2019,Dec,2019,"Niskayuna, New York",19
50,Cultural Sensation,A must do walk through of the market and stalls in Chinatown. So much to view and engage in local life. We purchased some.amazing teas. ,December,2019,Dec,2019,"London, United Kingdom",83
50,Go by bike,Get the Ko van Kessel bike tour to see the small streets of Chinatown. It's extremely busy but the people are friendly and used to tourists. you can visit the markets ,September,2019,Dec,2019,"Nijkerk, The Netherlands",447
50,The cleanest Chinatown I've seen!,"We went in the evening - lots of people, lots of food, crowded but clean!  We even walked through the crowds with a baby stroller, no problem.  I was told it's a great place to go for Christmas decorations, but somehow we missed that and only found food - restaurants and fruit",December,2019,Dec,2019,"Bangkok, Thailand",49
30,It's a Chinatown ,"Nothing special to report about Chinatown. There are plenty of shops that sell what I am assuming traditional Chinese items and plenty of food. We were told by our guide that that's where the locals go when they want Chinese food. Sorry, I don't have any pictures of Chinatown.",December,2019,Dec,2019,"Hampton, Virginia",10
50,Fun place to wander and shop,Our first stop was wonderful.  Interesting food and great bargains.  Very crowded and bustling but safe.  Easy access from the river express boats,Dec,2019,Dec,2019,"Boston, Massachusetts","2,183"
30,"Alright, interesting to walk through",The most fun was taking the tuk tuk back to the hotel.  We walked around.  Nothing I would feel good about taking home for friends...,December,2019,Dec,2019,"San Francisco, California",15
50,Must come here ,Chinatown in Yaowarat is a great food street restuarant. All the food are mouth-watering. You gotta make sure that you go there with empty stomach and return the hotel with big stomach. Highly recommend this place. ,February,2019,Dec,2019,"Hanoi, Vietnam",7
30,Mr Loren fitzgerald,I spent a whole afternoon exploring Bangkok's Chinatown very good street food and lots of small shops for just about anything you are looking for from fine Pearls and gold jewelry. I was able to find exactly what I needed to repair a strap on my favorite cross body bag for $.35,September,2019,Dec,2019,33 contributions,1
50,It's all about the food,A great place to eat and to pick up exotic groceries. Other shopping is only good if you love cheap plastic shopping bags etc. Shops shut down at night. But the eating comes alive!!  A long walk from the metro. Nicer to get thee by boat. Catch an orange flagged boat and jump off,November,2019,Dec,2019,"Istanbul, Turkey",58
50,Great visit but not many Westerners ,"Off the normal path for Westerners  Was drawn to area because of #1 spa Burasari. Loved the whole area, dozens of shops selling gold, shoes, leathers and the such. Traffic is congested.",December,2019,Dec,2019,7 contributions,6
50,Interestin,Worth a trip to visit Chinatown as its very interesting to see. Busy location with lots going on. Didn’t eat here so can’t comment. Look out for the stall selling the insects! You may fancy the scorpions on a stick!,November,2019,Dec,2019,"Sully, United Kingdom",92
30,Wow! Hustle and Bustle!,"Shopped in Bali many times... Bali feels like Noosa, Australia compared to Chinatown, crazy busy, loved it as adults but 11 and 13 year old very overwhelmed (who both have stayed in Kuta a few times). Found market sellers really passive and lovely. Just a very very busy",December,2019,Dec,2019,"Sunshine Coast, Australia",63
10,Very crowded ,Can reach easily by MRT. The place was very crowded and very squeezy. Most eateries by roadside was crowded with queues. Difficult to a table.,December,2019,Dec,2019,"Singapore, Singapore","1,180"
50,Busy,"Visited during the day, hot noisey but real life, plenty to see and do lots of street food. Visit Wat Tramit and the china town gate worth a visit all accessable via the underground.",November,2019,Dec,2019,"Norwich, United Kingdom",85
50,"Extensive, Authentic and Amazing","From squalid to supreme, Chinatown has it all. Markets, street venders, food and goods galore. A walk through the main drag is fun. Be sure to include the Flower Market.",Dec,2019,Dec,2019,"Okatie, South Carolina",397
30,Worth a visit but quite expensive and very crowded at night time - be aware of scams!!!,Chinatown in Bangkok has been converted to a waling street now; i guess every 3 Sunday/month. Which is good to hear as it is very crowded in the evening with hordes of Chinese (sic!) tourists.  I would recommend to use food stall in adjacent alleys as prices on the main road are,Dec,2019,Dec,2019,"Bangkok, Thailand",123
40,Nice Bazaar for Gold,Chinatown - Bangkok is must visited if want to shop for Gold with many shops around to see and select based on choice.,November,2019,Dec,2019,"Bangkok, Thailand",270
50,Best prices in Bangkok,"But it'll cost you.  It'll cost you because there is no air-conditioning, because you'll have to walk a lot, because you'll need to bargain a lot, because you'll need plenty of time, which is not always possible,  and because people are not really nice there, forget of an",Nov,2019,Nov,2019,"Tel Aviv, Israel","10,922"
50,Wander - put away your GPS/Map,"Wander around not only the main streets but also the warrens which make up Chinatown.  Explore for a few hours, or more.  A delight.",November,2019,Nov,2019,"The Village, Manhattan, NY",472
50,Clean Chinatown,"I have visited many Chinatown inside and outside of the Sates, this is one of the cleanest. Stores and stalls on the street, Street food was serving, those tiny juicy pineapple is must try. Gold stores in every building.",Nov,2019,Nov,2019,"Jasper, Georgia",75
40,Interesting and bustling with activity,This part of Bangkok is filled with shops and restaurants and is an interesting place to take a walk. The atmosphere is the top attraction here and just drinking it in is lots of fun.,November,2019,Nov,2019,"Boston, Massachusetts",926
50,Great experience!,We visited chinatown early in the evening which was good because it got busy very quickly. There is an abundance of delicious food all over the place so make sure you come hungry. Its is bumper to bumper traffic with vehicles and people so be careful and be prepared to wait in,November,2019,Nov,2019,7 contributions,1
50,Crazy!!,"This place is a hive of activity...but more so once the sun goes down. The streets turn into a foodies delight, with all manner of yummy goodies to feast on. There are even a couple of Michelin star street food stalls. The lines are long, but that goes without saying! Check it",November,2019,Nov,2019,"Ballarat, Australia",83
50,Night matket,What a place went on a Tuesday evening - it’s closed on a Monday for cleaning so this was a great night to go  Absolutely manic food from street stalls excellent - a must do for me   Great atmosphere and great food,November,2019,Nov,2019,"Worcester, United Kingdom",34
50,Everything is for sale! ,"We always try to visit Chinatown when in Bangkok. Try the flower market for a feast for the senses. Orchids in every variety and colour all delivered each am from Chiang Mai. One stop away on the ferry boat is Sempeng lane, a narrow alley that runs for blocks and blocks parallel",November,2019,Nov,2019,"Hervey Bay, Australia",115
50,An interesting place to visit,Chinatown in Bangkok is an absolute treasure trove of experiences including great eating interesting sites incredible architecture especially if you like wandering through small alleys. And an interesting range of products you can purchase  Access is so easy with the underground,November,2019,Nov,2019,"Perth, Australia",68
50,Fantastic,Loved this place. Food stalls all over. The food is excellent.  The shops are brilliant. It is so busy but so exciting. ,November,2019,Nov,2019,17 contributions,30
50,It's wonderful!!!,"It's worth the time.  So much to do and see.  From food to culture, it's a wonderful place to walk and explore!",October,2019,Nov,2019,"Alexandria, Virginia",557
40,A must see,"Like any other Chinatown in the world, this is a must see. Lots and lots of people, big chinese signs and great food. I recommend going at night.",November,2019,Nov,2019,"Torres Vedras, Portugal",109
10,Couldn't stand the foul smell,"You get lots of food option, from street vendors to restaurants but what I could not tolerate was the foul smell emanating from the sewer line below. So all we did was, get in and quickly get out.",October,2019,Nov,2019,19 contributions,2
40,Amazing!,"There is so much to see in Chinatown!  Lots and lots of items for sale, some things you would never think of buying.  It is interesting watching people going about their daily lives.  Of course, it is very crowded and noisy, but that is part of its attraction.  When you think of",November,2019,Nov,2019,"Brisbane, Australia",127
40,Great fun,"Walked through here and loved the place.  Lots of great photo opportunities, but nothing worth buying.",November,2019,Nov,2019,"Tiverton, United Kingdom",940
50,Off the beaten track,Chinatown in Bangkok is a real experience but get off the beaten track and get into the side Soi’s where real life exists to experience. The simple observing of the motor mechanics at work and the extraordinary amount of spare parts stacked in a seemingly random manner is,November,2019,Nov,2019,"Bangkok, Thailand",130
40,Very lively place,"This place reminded me of Kowloon Hong Kong. It is busy with human and traffic. Lots of stores, restaurants, street food. Day time is more for the shops, night time changed into street food area. So many hawker (street food seller) with Michelin star and of course long queue by",October,2019,Nov,2019,"Dubai, United Arab Emirates",117
50,Amazing,"You could so easily get lost in this place, goes on for miles, we spent a whole day just walking round soaking up the atmosphere eating street food and getting the odd Tuk tuk around the China town part of the city. Highly recommended",November,2019,Nov,2019,"Culross, United Kingdom",183
40,Seems light going back to the 1970s,"Seems light going back to the 1970s.  Love the walk through the small alleys, seeing things from my childhood days, lots of street foods to try and some more shopping.",October,2019,Nov,2019,"Hong Kong, China",33
50,"Must Visit, Great Atmosphere, Lots of Food",This place is a must visit. There is a real hustle and bustle and really good atmosphere. There is a main road full of traffic going down the main China Town Street (so have to be very careful when crossing the road). There are lots of authentic local food from stalls to try,October,2019,Nov,2019,"London, United Kingdom",305
20,So so..,"Not impressed.  Guess it’s a good place to buy (none European) deep gold coloured jewellery as there is loads and loads of that kind of stores to be found, nothing interesting about this area, but in all fairness it might be worth visiting after dark, atmosphere might improve.",November,2019,Nov,2019,London,632
50,"Crowded, but very authentic","I went there in the evening and found a very crowded avenue with several perpendicular alleys just as crowded. The festival of smells and sights is a real show just by itself. Go ahead, walk around and get lost in the crowd, watch Thai and Chinese alike cooking great food for",October,2019,Nov,2019,20 contributions,3
40,A Temple located on the roof top of a Police Station,"There's a famous Chinese Temple, known as We Ger Fong, located on the rooftop of a police station in Yaowarat. The temple is accessible by the public via a lift in the carpark, behind the police station, to the Fourth Floor. Pray for good luck and blessings... ;)",October,2019,Nov,2019,"Singapore, Singapore",65
50,Busy and interesting place to visit,Arrived here from ferry. A lot of street food to try. Cheap souvenirs are everywhere. There are shops with dried seafoods and chinese herbs. We tried the bird nest desserts and it's very good.  You can also get here using the newly opened mrt. Busy place with a lot of activities,October,2019,Oct,2019,"Singapore, Singapore",405
40,Always fun,"Lots to see, do, buy,  experience and taste. A bustling, old town area based around gold shops and chinese food.",October,2019,Oct,2019,"Bangkok, Thailand",287
40,Great place to eat local and shop cheap thing ,China town has a lot of street food open day time also late night. Great place to eat local food especially seafood. There is a grand China hotel which has bar on 25 th floor. That’s the best place to enjoy the night view in this area. There are lots of little stand sale cheap,October,2019,Oct,2019,"San Antonio, Texas","1,648"
40,A gastronomic fantasy,"It is well-worth just wandering around the small streets of Chinatown especially if you are interested in food. There are so many different products that we in the west have never seen or eaten some of which I don't think I fancy - the barbecue of crickets, cockroaches and",October,2019,Oct,2019,"Joao Pessoa, PB",277
10,Nothing for non Chinese,"Is more of a place for Chinese tourists and looks like Thailand's  Gold Sukh alike of Dubai, but for Chinese. Did for Chinese, artifact's fur Chinese, food for Chinese.. Sorry I am in Thailand!  Change from all those temple visits, we did not mind as we had used ho on hop off",Oct,2019,Oct,2019,"Berekum, Ghana",166
40,Visit Chainatown,Bangkok Chinatown is crowed and colorful. The small streets with the small shops and food stalls make the visit interesting and enable a close look of the Chinese culture in Thailand. The visit was nice and recommended Yoram Abramovich Israel   ,October,2019,Oct,2019,"Zichron Yaakov, Israel",27
